ranking,昵称,抖音号,number of followers,gender,profession of the broadcaster,profession,Number of viewers,sales volume,销售额/万,value of sales,Word of mouth,Live broadcast times,Total products,Total duration of live broadcast
626,品彩恒乐专卖店,1785414511,326252,female,穿搭,0,388768,16.9w,917.6,9.18,4.85,22,84,3天23时1分17秒
627,本来家female装店,812616106,359193,female,穿搭,0,156722,13.4w,915.4,9.15,4.98,27,178,5天6时16分50秒
628,一加手机,598912064,1295909,female,科技,5,47936,3306,914.1,9.14,4.11,27,28,8天17时48分25秒
629,玖玖优选服饰,qianhuanz,550980,female,健康,3,54909,8.6w,912.7,9.13,4.76,119,3178,14天4时26分45秒
630,吴昕,1712824735,8200891,female,明星,9,3535140,4.6w,911.6,9.12,4.57,1,65,9时44分51秒
631,木子欢乐逗,muzico,1045844,female,种草,14,52811,7360,910.9,9.11,4.82,18,351,1天21时42分40秒
632,喜宝羊绒-自产,Yangyangjie888,227135,female,穿搭,0,68681,7.3w,910.6,9.11,1.96,29,348,5天2时58分12秒
633,翼眠官方品牌（每天六点，直播豪礼）,Mhj800,273827,female,生活,10,225653,3.0w,906.8,9.07,4.99,29,15,25天10时6分13秒
634,中源果农,wangzhongyuan68,2129427,male,生活,10,98423,18.4w,905.5,9.06,4.99,32,11,2天41分41秒
635,吕歌歌定制female鞋,gege88889,422415,female,穿搭,0,65811,3.0w,905.5,9.06,4.47,96,98,15天23时4分5秒
636,金其父female·玩遍中国（张白鸽）??,gezi6668888,728600,female,旅行,6,149365,12.3w,905,9.05,4.63,25,131,2天23时2分49秒
637,王小川,wang_xiaochuan,7576053,male,教育,4,100992,4.6w,901.9,9.02,4.73,31,302,4天2时38分8秒
638,广州乔一服饰,GZqiaoyi,360881,female,穿搭,0,233128,13.1w,900.5,9.01,4.88,28,98,6天59分17秒
639,胡楚靓（正在播衣服！）,7124467,6128652,female,网红,12,355298,6.2w,900.1,9,4.9,11,111,1天7时33分40秒
640,鬼胡胡(今天晚上7点直播),guihuhu999,9238076,male,搞笑,2,231110,11.5w,898.8,8.99,4.62,45,211,4天16时9分52秒
611,小菲特童装,xft0123156789,1195731,female,穿搭,0,53942,34.0w,898.3,9.27,1.69,124,1445,8天9时4分
612,杭州妃梵贸易有限公司,ff13588429910,773893,female,穿搭,0,136126,4.7w,898.1,9.26,4.81,25,193,2天15时52分21秒
613,欧惑时尚穿搭（高薪招募主播）,ouhuo.d,1154743,female,穿搭,0,178578,8.7w,898,9.29,1.63,32,169,5天2时8分24秒
644,我是卡卡1995,kaka1995,5068509,female,网红,12,292242,9.2w,896.6,8.97,4.73,19,163,2天20时42分51秒
615,红布林秒杀姐妹团（每日白菜）,hongbulinzb5,58988,female,种草,14,7243,2080,894.8,9.23,4.45,122,12485,26天21时51分56秒
646,斯斯ceci（晚上7点直播）,cecibaby8888,373023,female,网红,12,112053,8.7w,892,8.92,4.87,39,262,6天12时8分42秒
617,120斤大萌萌（每晚6:52直播）,MGmm0101,1155422,female,穿搭,0,180558,7.5w,891.7,9.22,4.95,22,170,5天2时8分36秒
618,喜木棉麻原创female装,PH1786,837386,female,穿搭,0,252353,16.1w,891.1,9.21,1.69,53,53,16天20时35分11秒
649,宝石猎人-阿忠(珠宝 水晶 文玩全品类,372125400,240197,male,生活,10,27566,4.7w,889.5,8.9,4.78,39,7427,8天21时29分13秒
650,李宁速恒专卖店,suhengmaoyi,1116819,female,穿搭,0,166088,9.6w,888.9,8.89,1.65,49,515,6天23时1分17秒
651,笛莎female童旗舰店,520deesha,455723,female,穿搭,0,66511,14.7w,888.9,8.89,4.92,140,261,20天15时19分7秒
652,何晓轻奢真丝female装,onlytone,151249,female,穿搭,0,113221,3.3w,887.3,8.87,4.87,16,218,5天1时54秒
653,陈姐姐（今晚8点虾青素浮力）,heyjudy2020,1732940,female,生活,10,80688,6.0w,886.5,8.87,4.59,39,253,4天7时43分58秒
651,INSUN恩裳品牌服饰,insun1234,58976,female,穿搭,0,22867,1.1w,885.8,8.86,4.99,88,631,19天5时58分36秒
655,余掌柜珠宝,yuzhanggui9999,40173,male,珠宝,0,24888,5.2w,882.9,8.83,4.87,29,4737,6天15时50分38秒
656,玉峰珠宝一号店,yufengzhubao2020,54108,female,珠宝,0,6163,1.1w,881.9,8.82,4.92,53,6657,8天9时14分49秒
657,你的coco,jimmi987,772425,female,穿搭,0,97781,8.0w,881.9,8.82,4.8,54,277,9天5时52分43秒
658,萱萱辰服饰（今晚7点开播）,vking8368,528319,female,穿搭,0,186100,11.3w,880.1,8.8,4.8,27,261,5天21时40分51秒
659,佟掌柜V,Anna123888,853215,female,网红,12,164399,7.6w,880,8.8,4.69,23,134,3天17时37分5秒
660,韩希穿搭（正在直播中）,hanxiya2,618085,female,穿搭,0,217151,21.3w,879.9,8.8,4.87,90,76,19天7时42分45秒
661,老庙黄金旗舰店,2175502464,46720,female,生活,10,28012,1.4w,879.6,8.8,4.49,42,216,4天18时8分41秒
662,小允姐姐,zhiyouniting520,2475256,female,网红,12,125056,13.8w,878.7,8.79,4.97,46,604,5天21时2分13秒
663,姿姐工厂店,zizi1685859,516018,female,穿搭,0,119790,24.2w,878.1,8.8,4.55,68,1831,11天3时59分36秒
664,黄宥明（7月6号15点直播,huangyouming36,5439001,male,明星,9,428806,4.1w,877,8.77,4.66,9,176,1天16时1分7秒
665,墨染质造（真丝香云纱）,168moran168,34335,female,珠宝,0,18616,1.1w,876.9,8.77,4.81,23,198,3天40分42秒
666,白米??直播送1000台手机,baimi5278,1116151,female,生活,10,61781,14.5w,875.1,8.75,4.85,35,183,3天21时9分6秒
667,漫咖严选贸易小号,1720701593,272862,female,珠宝,0,246548,13.9w,873.3,8.73,4.91,18,229,3天40分23秒
668,GXGmale装,615532110,583429,male,穿搭,0,97035,4.8w,872.6,8.73,4.89,45,350,17天8时32分
669,榜序文化传媒,bangxubaiwan2,2042097,female,穿搭,0,297741,25.9w,872.4,8.72,4.78,56,322,1天1时37分36秒
670,左尚尚female装穿搭,968972915,537231,female,穿搭,0,322783,13.7w,870.8,8.71,4.98,28,171,7天6时2分2秒
671,购酒网官方旗舰店,gjw4007221919,398905,male,生活,10,52977,2.3w,870.5,8.71,4.73,37,149,7天14时21分25秒
672,万喜珠宝,wanxizhubao888,85758,female,珠宝,0,27611,2.2w,866.8,8.67,4.97,39,4943,10天12时6分10秒
673,国岳姚总,guoyueyaozong,432705,female,网红,12,65798,4.2w,865.9,8.66,4.65,25,424,3天17时14分4秒
674,阿祖婆食品（季微严选）,jiweishipin,2319934,female,美食,7,293267,32.8w,865.5,8.66,4.71,45,300,13天3时59分2秒
675,蜜蜡姐,milajie111,26173,female,珠宝,0,45603,3.4w,864.8,8.65,4.87,9,701,1天1时47分38秒
676,迈特优服饰-(夏季新品已上新),mty88nz,689113,male,穿搭,0,75739,8.5w,861.7,8.62,4.88,30,185,12天13时13分16秒
677,大脸妹格格,dagege18,2123414,female,美食,7,607608,34.7w,862.1,8.62,4.74,11,160,2天1时42分2秒
678,杭州真丝工厂直销 直播中,77585217758521AB,391805,female,生活,10,43595,10.9w,862.1,8.62,4.47,185,130,15天21时57分37秒
679,萱萱Ciarlsy,LSMMS2018,243246,female,珠宝,0,85404,4.2w,861.6,8.62,4.97,22,219,4天22时50分3秒
680,Cabbeen卡宾服饰,CabbeenDY,292050,female,穿搭,0,105480,5.4w,861.1,8.61,1.69,32,178,23天7时57分55秒
681,猜礼物,cailiwu,520075,male,种草,14,31176,5091,860.5,8.61,4.93,17,199,3天12时22分6秒
682,橙子家定制（5号下午13:00直播）,chengzijiadi,441953,female,穿搭,0,434720,19.0w,860.3,8.6,4.55,23,88,1天6时26分
683,Nicole Chan妮蔻,Nicolechenyn,1098596,female,美妆,8,51661,6.9w,859.7,8.61,4.89,36,276,3天11时21分26秒
681,云妃秀大码female装,yunfeixiu,987145,female,穿搭,0,87156,7.6w,857.4,8.57,4.92,56,237,15天3时17分31秒
685,江壶一哥紫砂,JHYG1688,117549,male,生活,10,75264,4.7w,855.8,8.56,4.51,31,13450,11天6分47秒
686,大麦家female装（夏季上新）高薪招主播,1797003800,296895,female,穿搭,0,201380,13.8w,853.8,8.54,1.96,62,80,13天28分35秒
687,太美丽在线,tml08888,562632,female,生活,10,24165,9543,853,8.53,3.86,81,10537,27天21时8分22秒
688,九妹?,fj4645,1504433,female,生活,10,171289,15.0w,851.8,8.52,4.75,35,88,3天2时10分31秒
689,中缅边境砍价王,FXLX7777,583201,male,生活,10,39101,3.0w,851.7,8.52,4.17,123,23110,22天19时30分59秒
690,OUPORTSS真丝服饰（10号大上新）,DXJ517517,89580,female,穿搭,0,81510,2.4w,850.4,8.5,4.89,12,1134,2天22时51秒
691,蜜糖honey(子衿)每晚7点开播,dyk7ybevkvp7,1063339,female,穿搭,0,60252,6.0w,849.2,8.49,4.95,59,141,14天1时9分18秒
692,巧格朋家纺【冲80万粉丝福利】,LSXG168,536906,female,种草,14,280826,34.3w,847.4,8.47,4.94,40,97,9天4时45分29秒
693,百盛购物中心,parkson_552,238373,female,穿搭,0,67125,2.0w,816.5,8.5,4.53,55,173,8天3时18分13秒
694,小花奢侈品B,hanascp,103836,female,珠宝,0,37411,1505,845,8.45,4.47,85,4293,15天12时26分49秒
695,浪莎旗舰店,lsqjd,885482,female,穿搭,0,184221,25.3w,844.2,8.44,4.1,53,131,3天20时39分5秒
696,瑞丽小二,xiao0537888,1262926,female,珠宝,0,80669,2.9w,842.2,8.42,4.3,35,10261,20天23时51分56秒
697,美妞好物优选（早7点开播）,2236661391,2162120,female,穿搭,0,60975,15.5w,840.9,8.41,4.89,134,651,19天21时1分8秒
698,小玲子家纺,LLxiaolingzi,361111,female,种草,14,182378,6.0w,839.7,8.4,1.62,29,157,7天2时20分7秒
699,金佑琳(每天上午10：30开播）,Youlin591666,191100,female,种草,14,33053,4.2w,838.5,8.39,4.9,33,107,2天18时11分25秒
700,林儿微胖原创穿搭（今天不直播回杭州看家人,lingsansuiya,122560,female,穿搭,0,193254,6.1w,837.8,8.38,1.6,20,271,4天21时24分11秒
701,拍拍优品（拍拍严选）,dydhlu1ebl0l,87570,male,种草,14,44255,5182,837.6,8.38,4.17,53,117,20天17时7分9秒
702,海宁所姿服饰,picao521,315421,female,穿搭,0,77044,2.5w,837.6,8.38,4.99,9,368,1天23时4分13秒
703,生活在左,shenghuozaizuo,240124,female,穿搭,0,29197,1.0w,837.4,8.37,4.98,55,217,18天14时4分45秒
704,蜜棠珠宝（今天休息）,17202322,132210,female,珠宝,0,28034,3.3w,837.3,8.37,4.9,28,1970,4天11时8分31秒
705,潘雨润7.8下午2点生日会直播,panyurun,3155368,female,美妆,8,618129,9.1w,836.5,8.37,1.96,2,54,5时07分23秒
706,AnnabellaValentinofemale装,illy_Valentino,77978,female,穿搭,0,37632,2.6w,835,8.35,1.63,53,144,7天4时30分4秒
707,美丽老李家female装,Li88888895,288081,female,穿搭,0,107372,12.2w,834.1,8.34,4.87,26,2522,5天10时45分13秒
708,布来香,2199785438,200851,female,穿搭,0,132671,5.0w,833.5,8.34,4.95,32,42,4天15时51分52秒
709,深圳宝儿家高定female装,dongyang2615,196817,female,生活,10,48247,3.7w,833.5,8.34,4.95,42,112,6天8时5分36秒
710,甜甜田（果果家）,1755414401,995963,female,穿搭,0,192759,5.3w,832.5,8.33,1.66,24,127,5天13时57分11秒
711,太平鸟male装官方,taipingniaon79,427095,male,穿搭,0,80735,4.5w,831.1,8.31,4.98,63,207,14天23时3分29秒
712,贝贝female鞋坊,beibeinvxiefang,2937039,female,穿搭,0,113159,15.4w,829.9,8.3,1.63,44,420,11天11时26分8秒
713,妃鱼小布,feiyu881188,94357,female,穿搭,0,27536,3130,827.9,8.28,4.5,23,3302,4天15时42分34秒
714,浪胃仙,langweixianyx,37249037,female,美食,7,529056,16.3w,827.5,8.28,4.79,16,113,2天3时27分31秒
715,杭州燕窝姐姐在Bali岛,Sy15968158398,1871837,female,旅行,6,162014,14.6w,825.9,8.26,4.98,57,57,7天3时1分8秒
716,阿吉多female装（每晚8点直播）,AJD9211,116589,female,穿搭,0,87262,2.7w,825.1,8.25,4.89,28,112,4天3时21分17秒
717,熙贝服饰,Miaozi0000,235235,female,穿搭,0,179404,5.6w,824.8,8.25,1.67,28,425,5天6时12分18秒
718,锦鲤大牌服饰1号,KKJINLI,44572,female,穿搭,0,30628,13.0w,821.6,8.22,4.73,38,1353,3天3时9分4秒
719,龍喜儿（今天8点直播）,54jiabao,536323,female,穿搭,0,62187,3.3w,822.7,8.23,5,40,212,4天7时27分52秒
720,淘品汇male表,baojiejianding,108864,female,珠宝,0,104807,660,822.4,8.22,4.95,6,252,26天11时1分24秒
721,董小姐轻奢 D.Limit design,64171760,141357,female,珠宝,0,177434,5.7w,820.3,8.2,4.99,28,253,5天10时17分50秒
722,李宁官方直播间,dylining1990,1003639,female,穿搭,0,302203,5.6w,820.3,8.2,1.96,33,236,17天16时16分18秒
723,依薇欧品牌大码female装,Ywo01,329487,female,穿搭,0,66789,5.7w,818.4,8.18,4.92,106,126,18天6时13分22秒
724,奥珀丽娟娟,dyeeaif03cyx,107459,female,生活,10,25892,4.3w,818.3,8.18,4.93,30,85,6天9时52分6秒
725,付笛生,972992942,5107983,male,明星,9,1087883,4.9w,818.1,8.18,4.48,6,131,19时07分42秒
726,花花家（新款现货筹备中 关注我直播）,Alicew8888888888,1315113,female,穿搭,0,153983,8.9w,815.7,8.16,1.96,17,295,3天22时32分1秒
727,叶海洋（迪仕艾普）,Y377Y,2616467,female,教育,4,906680,4.2w,815.7,8.16,4.83,1,29,3时58分14秒
728,包小包私服（今晚6点半开播啦）,wbbchuanda,438483,female,穿搭,0,143530,2.3w,815.5,8.16,4.91,25,191,4天10时15分5秒
729,禹柯科技,Huawei111222.,801690,female,科技,5,88090,1.5w,814,8.14,4.75,23,108,6天8时31分29秒
730,一帆珠宝,yifanzhubao1,49174,female,珠宝,0,37084,2.1w,812.6,8.13,4.04,28,825,2天19时22分34秒
731,晨泉创始人何胜强,hesq919,4051280,male,搞笑,2,151168,13.3w,811.8,8.12,4.77,39,101,5天2时55秒
732,歌德酒行,GOOGUT,221888,female,搞笑,2,44637,3190,811.7,8.12,4.62,32,159,8天1时8分52秒
733,恒煋集团水晶珠宝每晚7点直播,HXJTLL,27835,male,珠宝,0,27725,2.7w,810.2,8.1,4.91,31,2898,5天19时33分12秒
734,吕某某商贸,184265471,714483,male,生活,10,253682,63.1w,809.1,8.09,5,29,93,9天6时40分4秒
735,古昔紫砂百科,V17156319407,67693,female,文学艺术,13,29416,1.1w,808.7,8.09,4.98,51,8288,14天5时53分26秒
736,翡翠窝窝,jiayi5577,44426,female,珠宝,0,19907,4134,806.9,8.07,4.79,67,1939,19天8时56分30秒
737,珠宝宝,ZBM688,25712,female,珠宝,0,8721,1.4w,805.6,8.06,4.95,54,2736,7天18时57分32秒
738,雯雯子（服饰）,mmjwenwen,313299,female,穿搭,0,118607,12.9w,805.3,8.05,4.83,36,148,5天17时26秒
739,奢姿闪闪大码定制,1030979885,283867,female,穿搭,0,26902,5.5w,805,8.05,4.88,193,343,22天13时31分4秒
740,五芳斋官方旗舰店,WUFANGZHAI1921,69042,female,美食,7,51101,13.1w,801.6,8.02,4.4,27,48,9天3时58分38秒
741,吴小白的游乐园,612007809,306693,male,美妆,8,211063,11.8w,801.4,8.01,4.95,43,138,5天5时17分41秒
742,红布林尖货特供（热销好货）,hongbulinzb,93007,female,珠宝,0,4641,1248,801.3,8.01,4.45,127,11995,25天4时21分14秒
743,東家演绎服饰,DD084,333708,male,穿搭,0,91795,16.1w,801.1,8.01,4.89,30,91,10天2时5分34秒
744,哈轩文化,hxfcwh,1378162,male,生活,10,93147,8471,800.9,8.01,4.98,36,4911,14天8时24分45秒
745,徐大可家羊绒,v15190159871,1208868,female,穿搭,0,13706,3.7w,800.3,8.26,4.53,76,79,13天11时21分29秒
746,顽壶紫砂精选,wanhu1129,71456,male,生活,10,35264,3.1w,800.1,8,4.92,57,5656,12天10时37分36秒
747,明业文化,fei15732871111,4168421,female,生活,10,174026,4.5w,799.9,8,4.96,25,62,2天9时13分51秒
748,六只兔子内衣旗舰店（招主播）,Six_Rabbit,428032,female,穿搭,0,62101,14.1w,799.4,7.99,4.89,142,160,13天23时43分47秒
749,Tineco添可,Tineco_,43602,female,生活,10,17902,3544,799.3,7.99,4.85,31,13,9天12时29分34秒
750,135斤的啵妞日志 周三18：52播,ddggggg2,591613,female,穿搭,0,192228,7.6w,797.3,7.97,4.97,15,87,3天20时13分47秒
751,爱上Ouyike,aishangOuyik,884790,female,生活,10,171058,5.4w,797,7.97,4.73,34,218,6天21时1分11秒
752,星优官方旗舰店,728413397,566851,female,种草,14,270411,43.7w,796.6,7.97,4.99,59,190,13天13时16分20秒
753,妃鱼朱朱,woshizhuzhu,200934,male,健康,3,39324,3258,796.3,7.96,4.76,23,4929,4天13时29分49秒
754,晓董服饰(6号早8点上新),WeiXin108126,1177607,female,穿搭,0,53724,3.5w,793.6,7.94,4.98,53,89,6天13时35分2秒
755,贞贞SUZZIN裙子卖掉了,HeyGir666,157098,female,生活,10,242937,6.5w,793.3,7.93,4.84,17,73,2天23时53分2秒
756,娘娘小号（晚6点轻奢包包专场不见不散！）,1167655,332908,female,穿搭,0,221769,11.9w,793.2,7.93,4.8,11,388,1天19时8秒
757,博滴旗舰店,Yus5136,129582,female,种草,14,26105,6.5w,793,7.93,1.96,32,8,21天6分18秒
758,张皓轩s,zhanghaoxuan,668718,female,美妆,8,37087,10.9w,792.4,7.92,4.95,41,38,4天7时37分23秒
759,恩施市小资female人服饰,V18986816276,888140,female,穿搭,0,99718,6.0w,791,7.91,4.79,98,321,21天1时7分35秒
760,华家那羊绒female装旗舰店,HJN888866,48958,female,穿搭,0,24127,1.4w,791,7.91,4.99,39,148,9天1时56分26秒
761,稻草人官方账号,MEXCIAN1981,1357756,female,穿搭,0,105031,6.5w,790.6,7.91,1.62,74,175,15天12时26分59秒
762,桔夕female表,hzas0044,516987,female,生活,10,23099,1024,789,7.89,4.75,103,661,22天17时47分29秒
763,婷婷的日常穿搭（7号早8点开播,TingTing980806,457780,female,穿搭,0,83824,9.6w,788.8,7.91,4.99,27,216,3天19时20分52秒
764,淘只大表哥郭总9-24点,186953044,269962,male,珠宝,0,9956,1080,787.2,7.87,4.65,143,1253,16天3时58分12秒
765,灵子-8号东瀛美妆,MX_lingzi,512621,female,穿搭,0,53330,5.8w,786.2,7.86,4.99,24,518,3天7时47分33秒
766,娜家家居,1783390875,509485,female,种草,14,348329,13.5w,785.8,7.86,4.88,31,305,4天4时55分20秒
767,艾黎female装,1113838333,517331,female,穿搭,0,80517,3.7w,783,7.83,4.58,28,155,5天4时13分20秒
768,桔夕晴晴(高颜值腕表),hzas0033,99538,female,种草,14,12451,879,782.5,7.83,4.38,150,716,27天8时30分3秒
769,续吉服饰,XA160222,179827,female,穿搭,0,111135,10.3w,781.9,7.82,4.93,18,549,3天15时47分52秒
770,天天好物局,TiantianHaowuju,21063,female,种草,14,44537,1.2w,781.7,7.82,4.95,24,144,2天9时54分38秒
771,歌扬美妆工作室,GAOJIE0520,693902,male,珠宝,0,62875,16.9w,780.1,7.8,4.98,52,79,5天5时39分56秒
772,李若彤,liruotong494,7948590,female,明星,9,2802861,11.1w,780,7.8,4.22,4,95,22时08分10秒
773,赵包包服饰,213277088,511309,female,穿搭,0,292772,6.1w,779,7.79,4.9,14,61,2天12时27分53秒
774,路易卡迪（包包日记）,louiscardy_a,473789,female,种草,14,118389,4.7w,778.9,7.79,4.98,26,93,5天21时48分13秒
775,达芙妮工厂直播账号,Daphne9988,273658,female,穿搭,0,232696,6.6w,777.2,7.77,1.96,30,181,4天17时15秒
776,帕罗官方旗舰店,pl880066,106503,female,穿搭,0,50137,1.7w,777,7.77,1.96,62,135,11天7时13秒
777,认真少female_颜九（7月8号夏季出行专场）,117101861,8922432,female,美妆,8,651170,15.2w,776.3,7.76,4.85,5,209,1天11时1分44秒
778,谢杭峰??,xiehangfeng,206927,male,科技,5,42874,36.7w,775.4,7.75,4.84,9,40,21时57分09秒
779,墨香吟（刀特书画院）,DTshuhua3,86584,female,文学艺术,13,42256,1.3w,775.2,7.75,4.86,47,1785,13天2时47分38秒
780,阮仕珍珠官方旗舰店,ruanshizhenzhu,65835,female,珠宝,0,43226,2.8w,774.8,7.75,4.67,32,712,6天9时20分1秒
781,LVK品牌直播间,xiaofengyx159,92898,female,美妆,8,26352,4.9w,774.1,7.74,1.86,27,9,10天2时8分56秒
782,艳子吖,yanziya1017,6546498,female,生活,10,82479,17.1w,773,7.73,4.65,165,144,5天19时3分58秒
783,石之异彩,848550184,143188,female,珠宝,0,59038,5.5w,772.1,7.72,4.64,88,7867,10天21时55分58秒
784,马思颖很OK,siying8686,240443,female,生活,10,33734,5.9w,771.7,7.72,4.75,52,75,5天4时31分16秒
785,百变鑫衣服饰,Jingjingxinyi,554287,female,穿搭,0,197779,13.3w,771.4,7.71,1.66,36,179,22天18时9分23秒
786,百年扁氏艾康优选店,bainianbianshi09,301052,female,种草,14,23143,4.1w,770.2,7.7,4.99,44,22,16天8时38分19秒
787,经典韩服装店,jingdianhanf,133304,female,穿搭,0,76237,8.9w,769.7,7.7,4.99,34,267,7天19时6分50秒
788,海鲜female孩张可爱,13521b,1156775,female,美食,7,36187,5.7w,768.6,7.69,4.92,43,32,2天20时44分15秒
789,乐町female装旗舰店,ledinledin123,121631,female,穿搭,0,48793,2.2w,768.1,7.68,4.93,77,379,13天8时19分29秒
790,温州左右品质female鞋,dy1mn2ueygqzc,158595,female,穿搭,0,150995,11.3w,766.6,7.67,4.92,36,302,2天15时8分16秒
791,樱夫人定制（周一新品直播）,YFR66,621739,female,穿搭,0,113888,4.5w,766.3,7.66,4.97,39,74,5天34分4秒
792,上海凯梵 female装批发(招客服),kaifan8899,632383,female,穿搭,0,131577,9.0w,762.5,7.63,4.9,62,239,10天18时24分32秒
793,三言优选,sanyan19,288773,male,穿搭,0,139704,19.5w,757.8,7.58,4.93,23,498,4天3时50分17秒
794,蓝月亮旗舰店,1651080356,257005,female,生活,10,177128,9.9w,755.2,7.55,4.97,32,55,13天21时50分4秒
795,鑫主流male装穿搭,xzl789789,974857,male,穿搭,0,208098,23.1w,751.6,7.52,4.98,34,113,11天15时13分18秒
796,若楠服饰,GFR2001,153610,female,穿搭,0,101716,2.2w,754.3,7.54,4.79,28,311,6天2时56分11秒
797,郭郭MIMC（哈诺服饰）,cherry7723,851906,female,穿搭,0,106611,7.7w,753.8,7.54,4.73,22,818,4天21时48分8秒
798,翠掌门珠宝,asd168168888,609846,female,珠宝,0,35833,7261,753.2,7.53,4.48,30,6414,25天21时37分2秒
799,一分缘珠宝,PLBcuibaoge,70461,female,珠宝,0,29119,4561,751.3,7.51,4.45,35,6823,30天9时1分37秒
800,拜哥呀（带你逆袭）,17104071,523087,female,健康,3,32758,3.8w,750.2,7.5,4.13,65,71,6天3时18分11秒
801,七个柚子,youzi970709,2005487,female,美食,7,328199,23.9w,749.1,7.49,4.71,21,231,3天7时4分7秒
802,多燕瘦官方品牌旗舰店,Dyesoo1,139479,female,健康,3,12118,3.1w,748.3,7.48,4.12,57,34,11天7分18秒
803,东帝黄金珠宝,shipaituandu,153591,male,珠宝,0,49301,4.0w,748,7.48,4.83,28,679,1天14时58分27秒
804,沈凌,193929448,991391,male,明星,9,334513,5.8w,747.7,7.48,4.46,7,361,2天3时47分42秒
805,美人鱼female装大牌,130556975,1611626,female,穿搭,0,61252,8.7w,747.2,7.47,4.75,83,11667,25天11时25分6秒
806,温柔瑶服饰,ywr23222,251145,female,种草,14,154284,16.1w,716.8,7.17,4.83,34,2176,4天11时11分42秒
807,小魏总珠宝（7月5号下午3点30分开播）,xiaoweizongz25,32755,male,珠宝,0,33075,3.3w,745.9,7.46,5,22,3992,6天3时6分16秒
808,广州微姐服饰（招主播）,151_020_77779,246373,female,生活,10,150563,14.0w,743.3,7.43,4.79,28,563,5天5时39分32秒
809,董姐姐一号店,JIE123156789000,341187,female,穿搭,0,269658,28.2w,742.8,7.43,4.85,22,218,5天41分8秒
810,美彤形体礼仪,124656673,3230927,female,珠宝,0,352444,14.9w,741.2,7.41,4.7,75,123,8天14时9分58秒
811,伊自尚大码female装,1301897447,1976271,female,穿搭,0,60787,6.1w,740.7,7.41,4.77,110,242,24天9时15分37秒
812,金六福严选,YYFCHJ,38535,male,珠宝,0,59325,7.3w,740,7.4,4.01,13,186,1天21分44秒
813,小妮海鲜,xiaoni99999,1741314,female,美食,7,42408,5.7w,739.7,7.4,4.96,87,61,4天17时19分26秒
814,TATAfemale装店,xhc77788888,336638,female,穿搭,0,68511,6.3w,739.7,7.4,4.98,28,428,3天3时26分59秒
815,至家HOMMEY旗舰店,zhijia_app,234073,male,生活,10,100451,11.6w,738.5,7.39,4.62,42,169,4天10时33分44秒
816,小众茗茶,dayufan,197886,male,生活,10,9282,2.1w,737.8,7.38,4.96,30,232,5天5时29分17秒
817,颖姐百货店,Anise.li1211,442034,female,种草,14,96256,29.5w,735.6,7.36,4.99,44,804,6天1时36分11秒
818,MIMC-梦露（町然穿搭）,dylrxizqsfti,386208,female,穿搭,0,101860,5.7w,735.6,7.36,1.76,34,286,6天11时35分17秒
819,老高的小孕妇7月11早上七点粉丝感恩回馈,125548326,9362507,female,生活,10,354066,19.2w,735,7.35,4.76,18,354,2天18时44分59秒
820,杭州隐悟male装,yinwufushi01,349415,female,穿搭,0,60217,10.9w,734.3,7.34,4.99,26,65,11天1时26秒
821,南油薇薇female装（高薪招募主播）,oh3157,419504,female,穿搭,0,144751,6.1w,733.7,7.34,1.6,35,109,5天1时17分16秒
822,COGI高姿,830612610,321126,female,美妆,8,32309,6.1w,733.2,7.33,4.83,35,47,13天20时16分2秒
823,评价珠宝,pingjiazhubao88,73313,female,珠宝,0,27791,4.9w,732.7,7.33,4.89,41,11112,9天1时54分8秒
824,南通爱哩屋品牌旗舰店,JD6699123,575769,female,种草,14,112394,4.9w,732.1,7.32,4.47,44,69,12天9时29分6秒
825,旗袍印象,339171588,951367,male,穿搭,0,132023,10.3w,731.9,7.32,4.85,48,172,19天1时15分27秒
826,轻奢female王雯雯（上午6.30开播),tuq888,675821,female,穿搭,0,62199,3.0w,731.8,7.32,1.68,77,735,9天12时8分28秒
827,芒果梓铭定制female装,Yzm140304,395410,female,穿搭,0,120552,8.7w,731.1,7.31,4.82,22,208,3天19时33分
828,北极绒美体内衣旗舰店,BH200828,128108,female,穿搭,0,76516,11.8w,730.9,7.31,1.76,72,9,11天20时40分28秒
829,小小如,9422358,4961194,female,网红,12,681303,8.3w,730.6,7.31,3.97,19,178,2天12时39分30秒
830,星选服饰MontVoo（40万粉丝回馈）,mty88fz,441329,female,穿搭,0,66119,7.0w,728.7,7.29,4.98,30,122,11天7时44分11秒
831,多燕瘦小纤棒 拍1发6+2,daxiongdeduo62,19852,female,健康,3,17544,2.2w,728.6,7.29,4.4,14,33,3天36分56秒
832,酒仙网官方旗舰店,920471863,299619,female,教育,4,28667,3.8w,727.3,7.27,4.65,138,456,16天2时33分22秒
833,君嘉莉,779988j,249471,male,穿搭,0,95412,6.5w,726.1,7.26,4.98,51,116,8天9时8分23秒
834,小易原创棉麻female装,FF199_51012729,265171,female,穿搭,0,599922,11.5w,725.1,7.25,4.74,12,126,21天19时44分51秒
835,灵美人（今晚7点播）,583412814,5146852,female,网红,12,178511,13.8w,724.8,7.25,4.89,40,97,5天13时15分58秒
836,张老师和小胖丫头们,121887364,390449,female,健康,3,18478,2.8w,724.7,7.25,4.98,31,243,3天15时45秒
837,深圳南油乐姐真丝优选,lelesummer,69707,female,珠宝,0,111360,3.7w,724.3,7.24,4.85,24,238,3天7时32分23秒
